BMS老化测试详细判定报表

基本信息
通道号,2
货架号,01-A02
主机条码,1233
从机1条码,111
从机2条码,123
从机3条码,222
测试配方,DJ2513_Aging
测试开始时间,2026-05-30 19:34:56
测试结束时间,2026-05-30 19:41:04
测试总判定,PASS

详细判定数据
测试项名称,单位,下限,上限,测量值,判定结果,执行时间(秒),记录时间
设备初始化,NULL,--,--,PASS,PASS,8.31,2026-05-30 19:35:05
BMS板工作唤醒,NULL,--,--,PASS,PASS,6.09,2026-05-30 19:35:11
供电DCDC+电压测试,NULL,11.0,13.0,12.018,PASS,1.79,2026-05-30 19:35:13
供电P+电压测试,NULL,11.0,13.0,12.038,PASS,0.08,2026-05-30 19:35:13
CAN2通讯测试,NULL,OK,--,OK,PASS,1.04,2026-05-30 19:35:14
CAN4通讯测试,NULL,OK,--,OK,PASS,1.13,2026-05-30 19:35:15
CAN1通讯测试,NULL,OK,--,OK,PASS,1.05,2026-05-30 19:35:16
KL15唤醒源识别,NULL,11.0,13.0,12.249,PASS,0.06,2026-05-30 19:35:16
HALL 5V供电回采电压,NULL,4.95,5.05,5.003,PASS,0.05,2026-05-30 19:35:16
SIG1脉冲阻抗,Ω,45000.0,55000.0,48091.0,PASS,2.08,2026-05-30 19:35:18
SIG3脉冲阻抗,Ω,90000.0,110000.0,97449.0,PASS,2.05,2026-05-30 19:35:20
HVIL1-IN功能采集,V,9.0,11.0,9.613,PASS,5.01,2026-05-30 19:35:25
HVIL1-频率,Hz,49.0,51.0,50.0,PASS,0.08,2026-05-30 19:35:25
HVIL1-占空比,%,49.0,51.0,50.0,PASS,0.05,2026-05-30 19:35:25
HVIL1-OUT功能采集,V,9.0,11.0,9.474,PASS,5.05,2026-05-30 19:35:30
HVIL2-IN功能采集,V,9.0,11.0,9.613,PASS,5.07,2026-05-30 19:35:36
HVIL2-频率,Hz,49.0,51.0,50.0,PASS,0.11,2026-05-30 19:35:36
HVIL2-占空比,%,49.0,51.0,50.0,PASS,0.06,2026-05-30 19:35:36
HVIL2-OUT功能采集,V,9.0,11.0,9.408,PASS,5.04,2026-05-30 19:35:41
HVIL3-IN功能采集,V,9.0,11.0,9.606,PASS,5.03,2026-05-30 19:35:46
HVIL3-频率,Hz,49.0,51.0,50.0,PASS,0.06,2026-05-30 19:35:46
HVIL3-占空比,%,49.0,51.0,50.0,PASS,0.05,2026-05-30 19:35:46
HVIL3-OUT功能采集,V,9.0,11.0,9.632,PASS,5.04,2026-05-30 19:35:51
GB_2015+CC1无效测试,V,0.0,0.15,0.004,PASS,2.31,2026-05-30 19:35:53
GB_2015+CC1有效测试,V,3.9,4.1,4.049,PASS,0.56,2026-05-30 19:35:54
GB_2015+CC1有效测试(闭合CC1_2015+_S2),V,9.5,10.5,10.135,PASS,1.18,2026-05-30 19:35:55
Chaoji_CC2无效测试,V,1.0,1.5,1.356,PASS,2.07,2026-05-30 19:35:57
Chaoji_CC2有效测试,V,0.5,0.8,0.661,PASS,1.05,2026-05-30 19:35:58
Chaoji_CC2有效测试(闭合CC2_SW3),V,0.0,0.15,0.0,PASS,1.11,2026-05-30 19:35:59
Chaoji_CC2-PE断线模拟,V,0.0,0.15,0.004,PASS,1.69,2026-05-30 19:36:01
环境温度测试,℃,-40.0,85.0,25.0,PASS,0.01,2026-05-30 19:36:01
NTC1,℃,-45.0,90.0,27.0,PASS,0.06,2026-05-30 19:36:01
NTC2,℃,-45.0,90.0,27.0,PASS,0.76,2026-05-30 19:36:02
NTC3,℃,-45.0,90.0,27.0,PASS,0.05,2026-05-30 19:36:02
NTC4,℃,-45.0,90.0,27.0,PASS,0.06,2026-05-30 19:36:02
HSD_OUTPUT1（LL）,V,2.6,3.0,2.958,PASS,1.48,2026-05-30 19:36:03
HSD_OUTPUT1（LH）,V,0.0,0.3,0.0,PASS,1.46,2026-05-30 19:36:05
HSD_OUTPUT1_CS（LH）,V,0.0,0.05,0.003,PASS,0.06,2026-05-30 19:36:05
HSD_OUTPUT1（HH）,V,11.0,13.0,11.226,PASS,1.48,2026-05-30 19:36:06
HSD_OUTPUT1_CS（HH）,V,0.65,0.85,0.798,PASS,1.13,2026-05-30 19:36:08
HSD_OUTPUT2（LL）,V,2.6,3.0,2.965,PASS,1.48,2026-05-30 19:36:09
HSD_OUTPUT2（LH）,V,0.0,0.3,0.0,PASS,2.67,2026-05-30 19:36:12
HSD_OUTPUT2_CS（LH）,V,0.0,0.05,0.006,PASS,0.06,2026-05-30 19:36:12
HSD_OUTPUT2（HH）,V,11.0,13.0,11.591,PASS,1.47,2026-05-30 19:36:13
HSD_OUTPUT2_CS（HH）,V,0.35,0.5,0.431,PASS,1.16,2026-05-30 19:36:14
HSD_OUTPUT3（LL）,V,2.6,3.0,2.972,PASS,0.96,2026-05-30 19:36:15
HSD_OUTPUT3（LH）,V,0.0,0.3,0.0,PASS,1.48,2026-05-30 19:36:17
HSD_OUTPUT3_CS（LH）,V,0.0,0.05,0.004,PASS,0.05,2026-05-30 19:36:17
HSD_OUTPUT3（HH）,V,11.0,13.0,11.233,PASS,1.52,2026-05-30 19:36:18
HSD_OUTPUT3_CS（HH）,V,0.65,0.85,0.799,PASS,0.46,2026-05-30 19:36:19
HSD_OUTPUT4（LL）,V,2.6,3.0,2.952,PASS,1.00,2026-05-30 19:36:20
HSD_OUTPUT4（LH）,V,0.0,0.3,0.0,PASS,0.97,2026-05-30 19:36:21
HSD_OUTPUT4_CS（LH）,V,0.0,0.05,0.003,PASS,0.05,2026-05-30 19:36:21
HSD_OUTPUT4（HH）,V,11.0,13.0,11.558,PASS,1.50,2026-05-30 19:36:22
HSD_OUTPUT4_CS（HH）,V,0.35,0.5,0.426,PASS,1.18,2026-05-30 19:36:24
HSD_OUTPUT5（L）,V,0.0,0.3,0.0,PASS,1.12,2026-05-30 19:36:25
HSD_OUTPUT5_CS（L）,V,0.0,0.05,0.004,PASS,0.05,2026-05-30 19:36:25
HSD_OUTPUT5（H）,V,11.0,13.0,11.219,PASS,1.11,2026-05-30 19:36:26
HSD_OUTPUT5_CS（H）,V,0.65,0.85,0.809,PASS,0.59,2026-05-30 19:36:26
