BMS老化测试详细判定报表

基本信息
通道号,1
货架号,
主机条码,未知主机
测试配方,DJ2513_Aging
测试开始时间,2026-07-25 00:39:03
测试结束时间,2026-07-25 00:42:51
测试总判定,PASS

详细判定数据
测试项名称,单位,下限,上限,测量值,判定结果,执行时间(秒),记录时间
设备初始化,NULL,--,--,PASS,PASS,8.26,2026-07-25 00:39:11
BMS板工作唤醒,NULL,--,--,PASS,PASS,7.32,2026-07-25 00:39:18
供电DCDC+电压测试,NULL,11.0,13.0,11.863,PASS,0.77,2026-07-25 00:39:19
供电P+电压测试,NULL,11.0,13.0,11.856,PASS,0.77,2026-07-25 00:39:20
CAN2通讯测试,NULL,OK,--,OK,PASS,1.69,2026-07-25 00:39:22
CAN4通讯测试,NULL,OK,--,OK,PASS,1.13,2026-07-25 00:39:23
CAN1通讯测试,NULL,OK,--,OK,PASS,1.14,2026-07-25 00:39:24
KL15唤醒源识别,NULL,11.0,13.0,12.114,PASS,0.05,2026-07-25 00:39:24
HALL 5V供电回采电压,NULL,4.0,6.0,4.996,PASS,0.75,2026-07-25 00:39:25
SIG1脉冲阻抗,Ω,40000.0,60000.0,48034.0,PASS,2.17,2026-07-25 00:39:27
SIG3脉冲阻抗,Ω,80000.0,120000.0,95581.0,PASS,2.89,2026-07-25 00:39:30
HVIL1-IN功能采集,V,9.0,11.0,9.54,PASS,5.10,2026-07-25 00:39:35
HVIL1-频率,Hz,47.0,53.0,50.0,PASS,0.05,2026-07-25 00:39:35
HVIL1-占空比,%,47.0,53.0,50.0,PASS,0.04,2026-07-25 00:39:35
HVIL1-OUT功能采集,V,9.0,11.0,9.296,PASS,5.19,2026-07-25 00:39:40
HVIL2-IN功能采集,V,9.0,11.0,9.58,PASS,5.11,2026-07-25 00:39:45
HVIL2-频率,Hz,47.0,53.0,50.0,PASS,0.05,2026-07-25 00:39:45
HVIL2-占空比,%,47.0,53.0,50.0,PASS,0.05,2026-07-25 00:39:45
HVIL2-OUT功能采集,V,9.0,11.0,9.184,PASS,5.18,2026-07-25 00:39:51
HVIL3-IN功能采集,V,9.0,11.0,9.56,PASS,5.05,2026-07-25 00:39:56
HVIL3-频率,Hz,47.0,53.0,50.0,PASS,0.06,2026-07-25 00:39:56
HVIL3-占空比,%,47.0,53.0,50.0,PASS,0.06,2026-07-25 00:39:56
HVIL3-OUT功能采集,V,9.0,11.0,9.547,PASS,5.16,2026-07-25 00:40:01
GB_2015+CC1无效测试,V,0.0,1.0,0.0,PASS,1.80,2026-07-25 00:40:03
GB_2015+CC1有效测试,V,3.0,5.0,4.032,PASS,0.65,2026-07-25 00:40:03
GB_2015+CC1有效测试(闭合CC1_2015+_S2),V,9.0,11.0,10.122,PASS,1.26,2026-07-25 00:40:05
Chaoji_CC2无效测试,V,1.0,1.5,1.357,PASS,2.23,2026-07-25 00:40:07
Chaoji_CC2有效测试,V,0.0,1.0,0.65,PASS,1.14,2026-07-25 00:40:08
Chaoji_CC2有效测试(闭合CC2_SW3),V,0.0,1.0,0.0,PASS,1.23,2026-07-25 00:40:09
