BMS老化测试详细判定报表

基本信息
通道号,2
货架号,01-A02
主机条码,2
从机1条码,22
从机2条码,222
从机3条码,3333
测试配方,DJ2513_Aging
测试开始时间,2026-05-24 14:46:13
测试结束时间,2026-05-24 14:53:09
测试总判定,PASS

详细判定数据
测试项名称,单位,下限,上限,测量值,判定结果,执行时间(秒),记录时间
设备初始化,NULL,--,--,PASS,PASS,11.74,2026-05-24 14:46:24
BMS板工作唤醒,NULL,--,--,PASS,PASS,6.11,2026-05-24 14:46:31
供电DCDC+电压测试,NULL,11.0,13.0,12.038,PASS,1.84,2026-05-24 14:46:32
供电P+电压测试,NULL,11.0,13.0,12.058,PASS,0.06,2026-05-24 14:46:32
CAN2通讯测试,NULL,OK,--,OK,PASS,1.11,2026-05-24 14:46:34
CAN4通讯测试,NULL,OK,--,OK,PASS,1.11,2026-05-24 14:46:35
CAN1通讯测试,NULL,OK,--,OK,PASS,1.04,2026-05-24 14:46:36
KL15唤醒源识别,NULL,11.0,13.0,12.235,PASS,0.05,2026-05-24 14:46:36
HALL 5V供电回采电压,NULL,4.95,5.05,5.006,PASS,0.06,2026-05-24 14:46:36
SIG1脉冲阻抗,Ω,45000.0,55000.0,49417.0,PASS,2.19,2026-05-24 14:46:40
SIG3脉冲阻抗,Ω,90000.0,110000.0,94864.0,PASS,2.04,2026-05-24 14:46:42
HVIL1-IN功能采集,V,9.0,11.0,9.606,PASS,5.02,2026-05-24 14:46:47
HVIL1-频率,Hz,49.0,51.0,50.0,PASS,0.05,2026-05-24 14:46:47
HVIL1-占空比,%,49.0,51.0,50.0,PASS,0.05,2026-05-24 14:46:47
HVIL1-OUT功能采集,V,9.0,11.0,9.487,PASS,5.09,2026-05-24 14:46:52
HVIL2-IN功能采集,V,9.0,11.0,9.626,PASS,5.07,2026-05-24 14:46:58
HVIL2-频率,Hz,49.0,51.0,50.0,PASS,0.05,2026-05-24 14:46:58
HVIL2-占空比,%,49.0,51.0,50.0,PASS,0.06,2026-05-24 14:46:58
HVIL2-OUT功能采集,V,9.0,11.0,9.415,PASS,5.02,2026-05-24 14:47:03
HVIL3-IN功能采集,V,9.0,11.0,9.619,PASS,5.00,2026-05-24 14:47:08
HVIL3-频率,Hz,49.0,51.0,50.0,PASS,0.05,2026-05-24 14:47:08
HVIL3-占空比,%,49.0,51.0,50.0,PASS,0.07,2026-05-24 14:47:08
HVIL3-OUT功能采集,V,9.0,11.0,9.626,PASS,5.03,2026-05-24 14:47:13
GB_2015+CC1无效测试,V,0.0,0.15,0.004,PASS,1.59,2026-05-24 14:47:14
GB_2015+CC1有效测试,V,3.9,4.1,4.054,PASS,0.56,2026-05-24 14:47:15
GB_2015+CC1有效测试(闭合CC1_2015+_S2),V,9.5,10.5,10.139,PASS,1.27,2026-05-24 14:47:16
Chaoji_CC2无效测试,V,1.0,1.5,1.355,PASS,2.08,2026-05-24 14:47:18
Chaoji_CC2有效测试,V,0.5,0.8,0.661,PASS,1.04,2026-05-24 14:47:19
Chaoji_CC2有效测试(闭合CC2_SW3),V,0.0,0.15,0.0,PASS,1.10,2026-05-24 14:47:21
Chaoji_CC2-PE断线模拟,V,0.0,0.15,0.0,PASS,1.80,2026-05-24 14:47:22
环境温度测试,℃,0.0,85.0,28.1,PASS,0.30,2026-05-24 14:47:23
NTC1,℃,-45.0,90.0,27.0,PASS,0.05,2026-05-24 14:47:23
