BMS老化测试详细判定报表

基本信息
通道号,4
货架号,01-A04
主机条码,4
从机1条码,44
从机2条码,444
从机3条码,4444
测试配方,DJ2513_Aging
测试开始时间,2026-05-24 15:22:14
测试结束时间,2026-05-24 15:29:33
测试总判定,PASS

详细判定数据
测试项名称,单位,下限,上限,测量值,判定结果,执行时间(秒),记录时间
设备初始化,NULL,--,--,PASS,PASS,11.41,2026-05-24 15:22:25
BMS板工作唤醒,NULL,--,--,PASS,PASS,6.21,2026-05-24 15:22:31
供电DCDC+电压测试,NULL,11.0,13.0,12.058,PASS,0.77,2026-05-24 15:22:32
供电P+电压测试,NULL,11.0,13.0,12.072,PASS,0.04,2026-05-24 15:22:32
CAN2通讯测试,NULL,OK,--,OK,PASS,1.11,2026-05-24 15:22:33
CAN4通讯测试,NULL,OK,--,OK,PASS,1.02,2026-05-24 15:22:34
CAN1通讯测试,NULL,OK,--,OK,PASS,1.03,2026-05-24 15:22:35
KL15唤醒源识别,NULL,11.0,13.0,12.208,PASS,0.06,2026-05-24 15:22:36
HALL 5V供电回采电压,NULL,4.95,5.05,4.996,PASS,0.05,2026-05-24 15:22:36
SIG1脉冲阻抗,Ω,45000.0,55000.0,48722.0,PASS,2.05,2026-05-24 15:22:38
SIG3脉冲阻抗,Ω,90000.0,110000.0,94967.0,PASS,2.07,2026-05-24 15:22:40
HVIL1-IN功能采集,V,9.0,11.0,9.646,PASS,5.03,2026-05-24 15:22:45
HVIL1-频率,Hz,49.0,51.0,50.0,PASS,0.06,2026-05-24 15:22:45
HVIL1-占空比,%,49.0,51.0,50.0,PASS,0.04,2026-05-24 15:22:45
HVIL1-OUT功能采集,V,9.0,11.0,9.474,PASS,5.04,2026-05-24 15:22:50
HVIL2-IN功能采集,V,9.0,11.0,9.639,PASS,5.02,2026-05-24 15:22:55
HVIL2-频率,Hz,49.0,51.0,50.0,PASS,0.06,2026-05-24 15:22:55
HVIL2-占空比,%,49.0,51.0,50.0,PASS,0.06,2026-05-24 15:22:55
HVIL2-OUT功能采集,V,9.0,11.0,9.435,PASS,5.02,2026-05-24 15:23:00
HVIL3-IN功能采集,V,9.0,11.0,9.626,PASS,5.04,2026-05-24 15:23:05
HVIL3-频率,Hz,49.0,51.0,50.0,PASS,0.06,2026-05-24 15:23:05
HVIL3-占空比,%,49.0,51.0,50.0,PASS,0.08,2026-05-24 15:23:05
HVIL3-OUT功能采集,V,9.0,11.0,9.646,PASS,5.09,2026-05-24 15:23:10
GB_2015+CC1无效测试,V,0.0,0.15,0.004,PASS,1.59,2026-05-24 15:23:12
GB_2015+CC1有效测试,V,3.9,4.1,4.088,PASS,0.56,2026-05-24 15:23:12
GB_2015+CC1有效测试(闭合CC1_2015+_S2),V,9.5,10.5,10.211,PASS,1.18,2026-05-24 15:23:14
Chaoji_CC2无效测试,V,1.0,1.5,1.358,PASS,2.07,2026-05-24 15:23:16
Chaoji_CC2有效测试,V,0.5,0.8,0.663,PASS,1.06,2026-05-24 15:23:17
Chaoji_CC2有效测试(闭合CC2_SW3),V,0.0,0.15,0.0,PASS,1.09,2026-05-24 15:23:18
Chaoji_CC2-PE断线模拟,V,0.0,0.15,0.0,PASS,2.44,2026-05-24 15:23:20
环境温度测试,℃,-40.0,85.0,6.9,PASS,1.43,2026-05-24 15:23:22
NTC1,℃,-45.0,90.0,26.0,PASS,0.06,2026-05-24 15:23:22
NTC2,℃,-45.0,90.0,27.0,PASS,0.08,2026-05-24 15:23:22
NTC3,℃,-45.0,90.0,27.0,PASS,0.05,2026-05-24 15:23:22
NTC4,℃,-45.0,90.0,26.0,PASS,0.05,2026-05-24 15:23:22
HSD_OUTPUT1（LL）,V,2.6,3.0,2.972,PASS,1.65,2026-05-24 15:23:24
HSD_OUTPUT1（LH）,V,0.0,0.3,0.006,PASS,1.55,2026-05-24 15:23:25
HSD_OUTPUT1_CS（LH）,V,0.0,0.05,0.003,PASS,0.05,2026-05-24 15:23:25
HSD_OUTPUT1（HH）,V,11.0,13.0,11.26,PASS,1.47,2026-05-24 15:23:27
HSD_OUTPUT1_CS（HH）,V,0.65,0.85,0.798,PASS,1.15,2026-05-24 15:23:28
HSD_OUTPUT2（LL）,V,2.6,3.0,2.972,PASS,1.46,2026-05-24 15:23:29
HSD_OUTPUT2（LH）,V,0.0,0.3,0.006,PASS,1.48,2026-05-24 15:23:31
HSD_OUTPUT2_CS（LH）,V,0.0,0.05,0.003,PASS,0.04,2026-05-24 15:23:31
HSD_OUTPUT2（HH）,V,11.0,13.0,11.639,PASS,1.45,2026-05-24 15:23:32
HSD_OUTPUT2_CS（HH）,V,0.35,0.5,0.429,PASS,1.15,2026-05-24 15:23:34
HSD_OUTPUT3（LL）,V,2.6,3.0,2.965,PASS,2.18,2026-05-24 15:23:36
HSD_OUTPUT3（LH）,V,0.0,0.3,0.013,PASS,1.59,2026-05-24 15:23:37
HSD_OUTPUT3_CS（LH）,V,0.0,0.05,0.003,PASS,0.05,2026-05-24 15:23:37
HSD_OUTPUT3（HH）,V,11.0,13.0,11.233,PASS,1.44,2026-05-24 15:23:39
HSD_OUTPUT3_CS（HH）,V,0.65,0.85,0.798,PASS,0.47,2026-05-24 15:23:39
HSD_OUTPUT4（LL）,V,2.6,3.0,2.945,PASS,1.01,2026-05-24 15:23:40
HSD_OUTPUT4（LH）,V,0.0,0.3,0.006,PASS,0.97,2026-05-24 15:23:41
HSD_OUTPUT4_CS（LH）,V,0.0,0.05,0.003,PASS,0.05,2026-05-24 15:23:41
HSD_OUTPUT4（HH）,V,11.0,13.0,11.598,PASS,1.48,2026-05-24 15:23:43
HSD_OUTPUT4_CS（HH）,V,0.35,0.5,0.428,PASS,1.16,2026-05-24 15:23:44
HSD_OUTPUT5（L）,V,0.0,0.3,0.0,PASS,1.11,2026-05-24 15:23:45
HSD_OUTPUT5_CS（L）,V,0.0,0.05,0.004,PASS,0.06,2026-05-24 15:23:45
HSD_OUTPUT5（H）,V,11.0,13.0,11.233,PASS,1.15,2026-05-24 15:23:46
HSD_OUTPUT5_CS（H）,V,0.65,0.85,0.809,PASS,0.60,2026-05-24 15:23:47
HSD_OUTPUT6（L）,V,0.0,0.3,0.0,PASS,0.60,2026-05-24 15:23:48
HSD_OUTPUT6_CS（L）,V,0.0,0.05,0.004,PASS,0.05,2026-05-24 15:23:48
HSD_OUTPUT6（H）,V,11.0,13.0,11.625,PASS,1.10,2026-05-24 15:23:49
HSD_OUTPUT6_CS（H）,V,0.35,0.5,0.435,PASS,0.63,2026-05-24 15:23:49
HSD_OUTPUT7（L）,V,0.0,0.1,0.0,PASS,0.61,2026-05-24 15:23:50
HSD_OUTPUT7（H）,V,11.0,13.0,11.26,PASS,1.10,2026-05-24 15:23:51
HSD_OUTPUT7_CS（H）,V,0.7,0.9,0.799,PASS,0.61,2026-05-24 15:23:52
HSD_OUTPUT8（L）,V,0.0,0.1,0.0,PASS,0.70,2026-05-24 15:23:52
HSD_OUTPUT8（H）,V,11.0,13.0,11.619,PASS,1.10,2026-05-24 15:23:53
HSD_OUTPUT8_CS（H）,V,0.35,0.5,0.427,PASS,1.84,2026-05-24 15:23:55
LSD_OUTPUT1（L）,V,2.6,3.0,2.96,PASS,0.96,2026-05-24 15:23:56
LSD_OUTPUT1（H）,V,0.0,0.3,0.039,PASS,2.73,2026-05-24 15:23:59
LSD_OUTPUT2（L）,V,2.6,3.0,2.973,PASS,0.98,2026-05-24 15:24:00
LSD_OUTPUT2（H）,V,0.0,0.3,0.019,PASS,2.35,2026-05-24 15:24:02
LSD_OUTPUT3（L）,V,2.6,3.0,2.98,PASS,0.99,2026-05-24 15:24:03
LSD_OUTPUT3（H）,V,0.0,0.3,0.039,PASS,2.72,2026-05-24 15:24:06
LSD_OUTPUT4（L）,V,2.6,3.0,2.98,PASS,1.07,2026-05-24 15:24:07
LSD_OUTPUT4（H）,V,0.0,0.3,0.026,PASS,2.69,2026-05-24 15:24:10
@高压源控制-100V,V,99.0,101.0,100.1331,PASS,4.59,2026-05-24 15:24:15
高压1测试-100V,V,99.0,101.0,100.153,PASS,0.07,2026-05-24 15:24:15
高压2测试-100V,V,99.0,101.0,100.153,PASS,0.05,2026-05-24 15:24:15
高压3测试-100V,V,99.0,101.0,99.545,PASS,0.05,2026-05-24 15:24:15
@高压源控制-750V,V,749.0,751.0,750.0226,PASS,4.11,2026-05-24 15:24:19
高压1测试-750V,V,749.0,751.0,749.971,PASS,0.06,2026-05-24 15:24:19
高压2测试-750V,V,749.0,751.0,750.123,PASS,0.05,2026-05-24 15:24:19
高压3测试-750V,V,749.0,751.0,749.477,PASS,0.07,2026-05-24 15:24:19
@高压源控制-650V,V,649.0,651.0,650.0178,PASS,5.09,2026-05-24 15:24:24
绝缘采集测试-正极1MΩ,KΩ,800.0,1200.0,1012.9kΩ,PASS,86.70,2026-05-24 15:25:51
绝缘采集测试-负极30KΩ,KΩ,25.0,35.0,30.8kΩ,PASS,0.03,2026-05-24 15:25:51
@高压源控制-0V,V,0.0,1.0,0.5751,PASS,3.54,2026-05-24 15:25:55
快充口绝缘阻抗-100KΩ,Ω,80000.0,120000.0,93059.0,PASS,3.23,2026-05-24 15:25:58
快充口绝缘阻抗-500KΩ,Ω,425000.0,575000.0,462667.0,PASS,2.67,2026-05-24 15:26:01
