BMS老化测试详细判定报表

基本信息
通道号,1
货架号,
主机条码,未知主机
测试配方,DJ2513_Aging
测试开始时间,2026-07-24 20:38:27
测试结束时间,2026-07-24 20:43:14
测试总判定,PASS

详细判定数据
测试项名称,单位,下限,上限,测量值,判定结果,执行时间(秒),记录时间
设备初始化,NULL,--,--,PASS,PASS,8.20,2026-07-24 20:38:35
BMS板工作唤醒,NULL,--,--,PASS,PASS,7.30,2026-07-24 20:38:42
供电DCDC+电压测试,NULL,11.0,13.0,11.877,PASS,0.76,2026-07-24 20:38:43
供电P+电压测试,NULL,11.0,13.0,11.897,PASS,0.76,2026-07-24 20:38:44
CAN2通讯测试,NULL,OK,--,OK,PASS,1.69,2026-07-24 20:38:45
CAN4通讯测试,NULL,OK,--,OK,PASS,1.21,2026-07-24 20:38:47
CAN1通讯测试,NULL,OK,--,OK,PASS,1.19,2026-07-24 20:38:48
KL15唤醒源识别,NULL,11.0,13.0,12.101,PASS,0.05,2026-07-24 20:38:48
HALL 5V供电回采电压,NULL,4.0,6.0,4.998,PASS,0.04,2026-07-24 20:38:48
SIG1脉冲阻抗,Ω,40000.0,60000.0,48838.0,PASS,2.20,2026-07-24 20:38:50
SIG3脉冲阻抗,Ω,80000.0,120000.0,95890.0,PASS,2.19,2026-07-24 20:38:52
HVIL1-IN功能采集,V,9.0,11.0,9.54,PASS,5.10,2026-07-24 20:38:57
HVIL1-频率,Hz,47.0,53.0,50.0,PASS,0.05,2026-07-24 20:38:57
HVIL1-占空比,%,47.0,53.0,50.0,PASS,0.05,2026-07-24 20:38:58
HVIL1-OUT功能采集,V,9.0,11.0,9.316,PASS,5.14,2026-07-24 20:39:03
HVIL2-IN功能采集,V,9.0,11.0,9.58,PASS,5.09,2026-07-24 20:39:08
HVIL2-频率,Hz,47.0,53.0,50.0,PASS,0.07,2026-07-24 20:39:08
HVIL2-占空比,%,47.0,53.0,50.0,PASS,0.05,2026-07-24 20:39:08
HVIL2-OUT功能采集,V,9.0,11.0,9.217,PASS,5.20,2026-07-24 20:39:13
HVIL3-IN功能采集,V,9.0,11.0,9.534,PASS,5.11,2026-07-24 20:39:18
HVIL3-频率,Hz,47.0,53.0,50.0,PASS,0.05,2026-07-24 20:39:18
HVIL3-占空比,%,47.0,53.0,50.0,PASS,0.06,2026-07-24 20:39:18
HVIL3-OUT功能采集,V,9.0,11.0,9.553,PASS,5.13,2026-07-24 20:39:23
GB_2015+CC1无效测试,V,0.0,1.0,0.004,PASS,1.81,2026-07-24 20:39:25
GB_2015+CC1有效测试,V,3.0,5.0,4.058,PASS,0.67,2026-07-24 20:39:26
GB_2015+CC1有效测试(闭合CC1_2015+_S2),V,9.0,11.0,10.139,PASS,1.29,2026-07-24 20:39:27
Chaoji_CC2无效测试,V,1.0,1.5,1.357,PASS,2.26,2026-07-24 20:39:29
Chaoji_CC2有效测试,V,0.0,1.0,0.653,PASS,1.16,2026-07-24 20:39:31
Chaoji_CC2有效测试(闭合CC2_SW3),V,0.0,1.0,0.0,PASS,1.22,2026-07-24 20:39:32
Chaoji_CC2-PE断线模拟,V,0.0,1.0,0.004,PASS,2.14,2026-07-24 20:39:34
环境温度测试,℃,--,--,85.2,PASS,0.01,2026-07-24 20:39:34
NTC1,℃,--,--,80.0,PASS,0.06,2026-07-24 20:39:34
NTC2,℃,--,--,74.0,PASS,0.05,2026-07-24 20:39:34
NTC3,℃,--,--,81.0,PASS,0.06,2026-07-24 20:39:34
NTC4,℃,--,--,81.0,PASS,0.05,2026-07-24 20:39:34
HSD_OUTPUT1（LL）,V,2.0,4.0,2.918,PASS,1.47,2026-07-24 20:39:36
HSD_OUTPUT1（LH）,V,0.0,1.0,0.0,PASS,1.49,2026-07-24 20:39:37
HSD_OUTPUT1_CS（LH）,V,0.0,1.0,0.004,PASS,0.04,2026-07-24 20:39:37
HSD_OUTPUT1（HH）,V,10.0,12.5,10.86,PASS,1.47,2026-07-24 20:39:39
HSD_OUTPUT1_CS（HH）,V,0.0,1.0,0.755,PASS,2.36,2026-07-24 20:39:41
HSD_OUTPUT2（LL）,V,2.0,4.0,2.918,PASS,1.48,2026-07-24 20:39:43
HSD_OUTPUT2（LH）,V,0.0,1.0,0.0,PASS,1.47,2026-07-24 20:39:44
HSD_OUTPUT2_CS（LH）,V,0.0,1.0,0.004,PASS,0.05,2026-07-24 20:39:44
HSD_OUTPUT2（HH）,V,10.0,12.5,11.314,PASS,1.54,2026-07-24 20:39:46
HSD_OUTPUT2_CS（HH）,V,0.0,1.0,0.413,PASS,1.15,2026-07-24 20:39:47
HSD_OUTPUT3（LL）,V,2.0,4.0,2.904,PASS,0.96,2026-07-24 20:39:48
HSD_OUTPUT3（LH）,V,0.0,1.0,0.006,PASS,1.51,2026-07-24 20:39:49
HSD_OUTPUT3_CS（LH）,V,0.0,1.0,0.004,PASS,0.06,2026-07-24 20:39:49
HSD_OUTPUT3（HH）,V,10.0,12.5,10.826,PASS,1.47,2026-07-24 20:39:51
HSD_OUTPUT3_CS（HH）,V,0.0,1.0,0.763,PASS,0.46,2026-07-24 20:39:51
HSD_OUTPUT4（LL）,V,2.0,4.0,2.931,PASS,0.98,2026-07-24 20:39:52
HSD_OUTPUT4（LH）,V,0.0,1.0,0.0,PASS,1.00,2026-07-24 20:39:53
HSD_OUTPUT4_CS（LH）,V,0.0,1.0,0.004,PASS,0.07,2026-07-24 20:39:53
HSD_OUTPUT4（HH）,V,10.0,12.5,11.321,PASS,1.48,2026-07-24 20:39:55
HSD_OUTPUT4_CS（HH）,V,0.0,1.0,0.406,PASS,1.14,2026-07-24 20:39:56
HSD_OUTPUT5（L）,V,0.0,1.0,0.0,PASS,1.09,2026-07-24 20:39:57
HSD_OUTPUT5_CS（L）,V,0.0,1.0,0.004,PASS,0.09,2026-07-24 20:39:57
HSD_OUTPUT5（H）,V,10.0,12.5,10.772,PASS,1.14,2026-07-24 20:39:58
